_Input;_Num;_pageUrl;_resultNumber;_Source;_widgetName;City;Company;Display Sheet ;Id;Industry;Metro;Rank (copy);State L;State S;Url;Workers (bin);Growth;Metric Calculation;Rank;Rev;Revenue;Revenue (copy);Workers;Workers (copy);Yrs On List
;3599;http://www.inc.com/inc5000list/json/inc5000_2014.json;3599;Inc5000 Company List;Inc5000 Company List;Erie;Logistics Plus;Company;2632;Logistics & Transportation;Erie PA;01/01/3599;Pennsylvania;PA;logistics-plus;140;90,1664;528867,402684564;3599;528867,402684564;78801243;78,80M;149;149;3
;4056;http://www.inc.com/inc5000list/json/inc5000_2014.json;4056;Inc5000 Company List;Inc5000 Company List;Houston;Victory Transportation Systems;Company;1221;Logistics & Transportation;Houston;01/01/4056;Texas;TX;victory-transportation-systems;20;73,0335;601601,222222222;4056;601601,222222222;16243233;16,24M;27;27;3
;4284;http://www.inc.com/inc5000list/json/inc5000_2014.json;4284;Inc5000 Company List;Inc5000 Company List;Virginia Beach;Mobile One Courier & Logistics;Company;18424;Logistics & Transportation;Virginia Beach-Norfolk-Newport News VA-NC;01/01/4284;Virginia;VA;mobile-one-courier-logistics;70;65,2044;48222,111111111;4284;48222,111111111;3471992;3,47M;72;72;3
;4294;http://www.inc.com/inc5000list/json/inc5000_2014.json;4294;Inc5000 Company List;Inc5000 Company List;Seattle;Point to Point Transportation Services;Company;22392;Logistics & Transportation;Seattle;01/01/4294;Washington;WA;point-to-point-transportation-services;10;64,8806;409157,333333333;4294;409157,333333333;4909888;4,91M;12;12;3
;2949;http://www.inc.com/inc5000list/json/inc5000_2014.json;2949;Inc5000 Company List;Inc5000 Company List;Phoenix;ServerLift;Company;22161;Manufacturing;Phoenix;01/01/2949;Arizona;AZ;serverlift;20;122,3599;237846,7;2949;237846,7;4756934;4,76M;20;20;3
;3384;http://www.inc.com/inc5000list/json/inc5000_2014.json;3384;Inc5000 Company List;Inc5000 Company List;Phoenix;Laser Options;Company;22446;Manufacturing;Phoenix;01/01/3384;Arizona;AZ;laser-options;50;98,9984;125818,181818182;3384;125818,181818182;6920000;6,92M;55;55;3
;2216;http://www.inc.com/inc5000list/json/inc5000_2014.json;2216;Inc5000 Company List;Inc5000 Company List;Malvern;Prime-Line;Company;8158;Manufacturing;Hot Springs AR;01/01/2216;Arkansas;AR;prime-line;50;177,6602;607528,02;2216;607528,02;30376401;30,38M;50;50;3
;2599;http://www.inc.com/inc5000list/json/inc5000_2014.json;2599;Inc5000 Company List;Inc5000 Company List;Seal Beach;DiversifiedTechnical Systems;Company;2751;Manufacturing;Los Angeles;01/01/2599;California;CA;diversifiedtechnical-systems;60;144,4568;297252;2599;297252;18726876;18,73M;63;63;3
;4351;http://www.inc.com/inc5000list/json/inc5000_2014.json;4351;Inc5000 Company List;Inc5000 Company List;San Diego;Valudor Products;Company;478;Manufacturing;San Diego;01/01/4351;California;CA;valudor-products;0;63,1407;3113963,88888889;4351;3113963,88888889;28025675;28,03M;9;9;3
;1228;http://www.inc.com/inc5000list/json/inc5000_2014.json;1228;Inc5000 Company List;Inc5000 Company List;Poway;VCC Optoelectronics;Company;21715;Manufacturing;San Diego;01/01/1228;California;CA;vcc-optoelectronics;110;355,6952;118182,973451327;1228;118182,973451327;13354676;13,35M;113;113;3
;3077;http://www.inc.com/inc5000list/json/inc5000_2014.json;3077;Inc5000 Company List;Inc5000 Company List;Novato;OMW;Company;22460;Manufacturing;San Francisco;01/01/3077;California;CA;omw;10;115,2206;166727,833333333;3077;166727,833333333;3001101;3,00M;18;18;3
;1690;http://www.inc.com/inc5000list/json/inc5000_2014.json;1690;Inc5000 Company List;Inc5000 Company List;Delray Beach;Lumitec;Company;21254;Manufacturing;Miami;01/01/1690;Florida;FL;lumitec;30;248,6393;227290,322580645;1690;227290,322580645;7046000;7,05M;31;31;3
;4628;http://www.inc.com/inc5000list/json/inc5000_2014.json;4628;Inc5000 Company List;Inc5000 Company List;Pompano Beach;precision metal industries;Company;22384;Manufacturing;Miami;01/01/4628;Florida;FL;precision-metal-industries;80;53,9011;178506,2125;4628;178506,2125;14280497;14,28M;80;80;3
;4839;http://www.inc.com/inc5000list/json/inc5000_2014.json;4839;Inc5000 Company List;Inc5000 Company List;Suwanee;Supreme Resources;Company;22121;Manufacturing;Atlanta;01/01/4839;Georgia;GA;supreme-resources;10;47,6586;2125138,46666667;4839;2125138,46666667;31877077;31,88M;15;15;3
;1658;http://www.inc.com/inc5000list/json/inc5000_2014.json;1658;Inc5000 Company List;Inc5000 Company List;Black Creek;Daniel Defense;Company;21797;Manufacturing;Savannah GA;01/01/1658;Georgia;GA;daniel-defense;220;254,8856;250801,801801802;1658;250801,801801802;55678000;55,68M;222;222;3
;4694;http://www.inc.com/inc5000list/json/inc5000_2014.json;4694;Inc5000 Company List;Inc5000 Company List;Norwood;ADMET;Company;22604;Manufacturing;Boston;01/01/4694;Massachusetts;MA;admet;10;52,0827;281944,444444444;4694;281944,444444444;5075000;5,08M;18;18;3
;3917;http://www.inc.com/inc5000list/json/inc5000_2014.json;3917;Inc5000 Company List;Inc5000 Company List;Sterling Heights;KSS;Company;22756;Manufacturing;Detroit;01/01/3917;Michigan;MI;kss;9000;77,7599;129635,333333333;3917;129635,333333333;1166718000;1.166,72M;9000;9000;3
;2902;http://www.inc.com/inc5000list/json/inc5000_2014.json;2902;Inc5000 Company List;Inc5000 Company List;Starkville;DPM Fragrance;Company;22125;Manufacturing;West Point MS;01/01/2902;Mississippi;MS;dpm-fragrance;70;125,5934;161268,734177215;2902;161268,734177215;12740230;12,74M;79;79;3
;4408;http://www.inc.com/inc5000list/json/inc5000_2014.json;4408;Inc5000 Company List;Inc5000 Company List;Budd Lake;American Sensor Technologies;Company;3158;Manufacturing;New York City;01/01/4408;New Jersey;NJ;american-sensor-technologies;0;61,2169;;4408;;19722422;19,72M;0;0;3
;3639;http://www.inc.com/inc5000list/json/inc5000_2014.json;3639;Inc5000 Company List;Inc5000 Company List;Washington;Messinas;Company;21929;Manufacturing;New York City;01/01/3639;New Jersey;NJ;messinas;10;88,5418;447809,642857143;3639;447809,642857143;6269335;6,27M;14;14;3
;4017;http://www.inc.com/inc5000list/json/inc5000_2014.json;4017;Inc5000 Company List;Inc5000 Company List;Charlotte;Bull Engineered Products;Company;22090;Manufacturing;Charlotte;01/01/4017;North Carolina;NC;bull-engineered-products;30;74,2483;120621,846153846;4017;120621,846153846;4704252;4,70M;39;39;3
;2829;http://www.inc.com/inc5000list/json/inc5000_2014.json;2829;Inc5000 Company List;Inc5000 Company List;HIgh Point;Packrite;Company;21125;Manufacturing;Greensboro-High Point NC;01/01/2829;North Carolina;NC;packrite;60;130,2704;277423,359375;2829;277423,359375;17755095;17,76M;64;64;3
;4049;http://www.inc.com/inc5000list/json/inc5000_2014.json;4049;Inc5000 Company List;Inc5000 Company List;Greensboro;CGR Products;Company;22606;Manufacturing;Greensboro-High Point NC;01/01/4049;North Carolina;NC;cgr-products;130;73,1735;209617,697841727;4049;209617,697841727;29136860;29,14M;139;139;3
;4388;http://www.inc.com/inc5000list/json/inc5000_2014.json;4388;Inc5000 Company List;Inc5000 Company List;Cincinnati;Che International Group;Company;22300;Manufacturing;Cincinnati;01/01/4388;Ohio;OH;che-international-group;150;61,8212;202402,597402597;4388;202402,597402597;31170000;31,17M;154;154;3
;4557;http://www.inc.com/inc5000list/json/inc5000_2014.json;4557;Inc5000 Company List;Inc5000 Company List;Hilliard;Ares Sportswear;Company;22701;Manufacturing;Columbus OH;01/01/4557;Ohio;OH;ares-sportswear;100;56,1094;116840,970588235;4557;116840,970588235;11917779;11,92M;102;102;3
;3681;http://www.inc.com/inc5000list/json/inc5000_2014.json;3681;Inc5000 Company List;Inc5000 Company List;Hillsboro;Tinitron;Company;715;Manufacturing;Portland OR;01/01/3681;Oregon;OR;tinitron;20;87,2734;284708,857142857;3681;284708,857142857;5978886;5,98M;21;21;3
;4432;http://www.inc.com/inc5000list/json/inc5000_2014.json;4432;Inc5000 Company List;Inc5000 Company List;Portland;Hydra-Power Systems;Company;8904;Manufacturing;Portland OR;01/01/4432;Oregon;OR;hydra-power-systems;100;60,4306;426478,551401869;4432;426478,551401869;45633205;45,63M;107;107;3
;4726;http://www.inc.com/inc5000list/json/inc5000_2014.json;4726;Inc5000 Company List;Inc5000 Company List;Altoona;Blair Companies;Company;18919;Manufacturing;Altoona PA;01/01/4726;Pennsylvania;PA;blair-companies;390;51,0218;175282,051282051;4726;175282,051282051;68360000;68,36M;390;390;3
;2775;http://www.inc.com/inc5000list/json/inc5000_2014.json;2775;Inc5000 Company List;Inc5000 Company List;LaVergne;Powder X Coating Systems;Company;2411;Manufacturing;Nashville;01/01/2775;Tennessee;TN;powder-x-coating-systems;0;133,6353;1522231,33333333;2775;1522231,33333333;4566694;4,57M;3;3;3
;2788;http://www.inc.com/inc5000list/json/inc5000_2014.json;2788;Inc5000 Company List;Inc5000 Company List;Austin;US Micro Products;Company;22035;Manufacturing;Austin;01/01/2788;Texas;TX;us-micro-products;10;132,8045;1018694,72222222;2788;1018694,72222222;18336505;18,34M;18;18;3
;4119;http://www.inc.com/inc5000list/json/inc5000_2014.json;4119;Inc5000 Company List;Inc5000 Company List;Austin;Austin Manufacturing Services;Company;22556;Manufacturing;Austin;01/01/4119;Texas;TX;austin-manufacturing-services;90;70,6613;283505,75;4119;283505,75;26082529;26,08M;92;92;3
;3547;http://www.inc.com/inc5000list/json/inc5000_2014.json;3547;Inc5000 Company List;Inc5000 Company List;Garland;GTM Plastics;Company;22638;Manufacturing;Dallas;01/01/3547;Texas;TX;gtm-plastics;70;92,2298;210651,733333333;3547;210651,733333333;15798880;15,80M;75;75;3
;4872;http://www.inc.com/inc5000list/json/inc5000_2014.json;4872;Inc5000 Company List;Inc5000 Company List;Dallas;Dhaliwal Labs;Company;21330;Manufacturing;Dallas;01/01/4872;Texas;TX;dhaliwal-labs;80;46,6669;102058,2125;4872;102058,2125;8164657;8,16M;80;80;3
;4860;http://www.inc.com/inc5000list/json/inc5000_2014.json;4860;Inc5000 Company List;Inc5000 Company List;Center Point;Frontier Truck Gear;Company;22759;Manufacturing;San Antonio TX;01/01/4860;Texas;TX;frontier-truck-gear;60;47,0057;96085,262295082;4860;96085,262295082;5861201;5,86M;61;61;3
;1220;http://www.inc.com/inc5000list/json/inc5000_2014.json;1220;Inc5000 Company List;Inc5000 Company List;Ogden;Enve Composites;Company;21439;Manufacturing;Ogden-Clearfield UT;01/01/1220;Utah;UT;enve-composites;130;358,31;153477,875912409;1220;153477,875912409;21026469;21,03M;137;137;3
;2185;http://www.inc.com/inc5000list/json/inc5000_2014.json;2185;Inc5000 Company List;Inc5000 Company List;Salt Lake City;Premier Plastics;Company;22175;Manufacturing;Salt Lake City;01/01/2185;Utah;UT;premier-plastics;30;181,7233;152807,96875;2185;152807,96875;4889855;4,89M;32;32;3
;1959;http://www.inc.com/inc5000list/json/inc5000_2014.json;1959;Inc5000 Company List;Inc5000 Company List;Kenosha;Xten Industries;Company;6402;Manufacturing;Chicago;01/01/1959;Wisconsin;WI;xten-industries;250;207,2024;205768,262745098;1959;205768,262745098;52470907;52,47M;255;255;3
;3319;http://www.inc.com/inc5000list/json/inc5000_2014.json;3319;Inc5000 Company List;Inc5000 Company List;Sparta;MacDonald & Owen Lumber;Company;9062;Manufacturing;La Crosse WI-MN;01/01/3319;Wisconsin;WI;macdonald-owen-lumber;50;101,8602;687731,344827586;3319;687731,344827586;39888418;39,89M;58;58;3
;3724;http://www.inc.com/inc5000list/json/inc5000_2014.json;3724;Inc5000 Company List;Inc5000 Company List;Blue Mounds;Midwest Prototyping;Company;21854;Manufacturing;Madison WI;01/01/3724;Wisconsin;WI;midwest-prototyping;20;85,116;145537,608695652;3724;145537,608695652;3347365;3,35M;23;23;3
;3148;http://www.inc.com/inc5000list/json/inc5000_2014.json;3148;Inc5000 Company List;Inc5000 Company List;West Allis;Solaris;Company;22049;Manufacturing;Milwaukee-Waukesha-West Allis WI;01/01/3148;Wisconsin;WI;solaris;50;111,7294;103322,655172414;3148;103322,655172414;5992714;5,99M;58;58;3
;1457;http://www.inc.com/inc5000list/json/inc5000_2014.json;1457;Inc5000 Company List;Inc5000 Company List;Huntsville;Curse;Company;19487;Media;Valley AL;01/01/1457;Alabama;AL;curse;70;293,4356;321549,078947368;1457;321549,078947368;24437730;24,44M;76;76;3
;1765;http://www.inc.com/inc5000list/json/inc5000_2014.json;1765;Inc5000 Company List;Inc5000 Company List;Dallas;Liberty Alliance;Company;21368;Media;Atlanta;01/01/1765;Georgia;GA;liberty-alliance;40;234,9164;245087,444444444;1765;245087,444444444;11028935;11,03M;45;45;3
;1133;http://www.inc.com/inc5000list/json/inc5000_2014.json;1133;Inc5000 Company List;Inc5000 Company List;New York;Livestream;Company;20979;Media;New York City;01/01/1133;New York;NY;livestream;140;389,6849;175791,146853147;1133;175791,146853147;25138134;25,14M;143;143;3
;3664;http://www.inc.com/inc5000list/json/inc5000_2014.json;3664;Inc5000 Company List;Inc5000 Company List;Charleston;Advantage Media Group;Company;22107;Media;Charleston-North Charleston SC;01/01/3664;South Carolina;SC;advantage-media-group;10;87,6674;166558,111111111;3664;166558,111111111;2998046;3,00M;18;18;3
;1158;http://www.inc.com/inc5000list/json/inc5000_2014.json;1158;Inc5000 Company List;Inc5000 Company List;West Bend;Delta Defense;Company;21714;Media;Milwaukee-Waukesha-West Allis WI;01/01/1158;Wisconsin;WI;delta-defense;40;378,3562;363444,444444444;1158;363444,444444444;16355000;16,36M;45;45;3
;2986;http://www.inc.com/inc5000list/json/inc5000_2014.json;2986;Inc5000 Company List;Inc5000 Company List;Phoenix;HomeSmart;Company;22534;Real Estate;Phoenix;01/01/2986;Arizona;AZ;homesmart;40;120,0485;2742380,7;2986;2742380,7;109695228;109,70M;40;40;3
;3824;http://www.inc.com/inc5000list/json/inc5000_2014.json;3824;Inc5000 Company List;Inc5000 Company List;Claremont;Cal-American Homes;Company;21183;Real Estate;Los Angeles;01/01/3824;California;CA;cal-american-homes;0;81,3247;685467,4;3824;685467,4;3427337;3,43M;5;5;3
;3009;http://www.inc.com/inc5000list/json/inc5000_2014.json;3009;Inc5000 Company List;Inc5000 Company List;Jacksonville;JWB Real Estate Capital;Company;21231;Real Estate;Jacksonville FL;01/01/3009;Florida;FL;jwb-real-estate-capital;30;118,524;266408,428571429;3009;266408,428571429;9324295;9,32M;35;35;3
;2097;http://www.inc.com/inc5000list/json/inc5000_2014.json;2097;Inc5000 Company List;Inc5000 Company List;Palm Harbor;Nationwide Title Clearing;Company;22201;Real Estate;Tampa;01/01/2097;Florida;FL;nationwide-title-clearing;340;190,8134;114812,511494253;2097;114812,511494253;39954754;39,95M;348;348;3
;1562;http://www.inc.com/inc5000list/json/inc5000_2014.json;1562;Inc5000 Company List;Inc5000 Company List;Overland Park;Platinum Realty;Company;17351;Real Estate;Kansas City MO-KS;01/01/1562;Kansas;KS;platinum-realty;10;272,153;1109023,7;1562;1109023,7;11090237;11,09M;10;10;3
;3081;http://www.inc.com/inc5000list/json/inc5000_2014.json;3081;Inc5000 Company List;Inc5000 Company List;Bethesda;Broad Street Realty;Company;20852;Real Estate;Washington DC;01/01/3081;Maryland;MD;broad-street-realty;40;115,1274;454062,222222222;3081;454062,222222222;20432800;20,43M;45;45;3
;3206;http://www.inc.com/inc5000list/json/inc5000_2014.json;3206;Inc5000 Company List;Inc5000 Company List;Waltham;McGeough Lamacchia Realty;Company;21546;Real Estate;Boston;01/01/3206;Massachusetts;MA;mcgeough-lamacchia-realty;30;108,5162;133114,666666667;3206;133114,666666667;3993440;3,99M;30;30;3
;3980;http://www.inc.com/inc5000list/json/inc5000_2014.json;3980;Inc5000 Company List;Inc5000 Company List;Las Vegas;Berkshire Hathaway HomeServices Nevada Arizona Properties;Company;22565;Real Estate;Las Vegas-Paradise NV;01/01/3980;Nevada;NV;berkshire-hathaway-homeservices-nevada-arizona-properties;60;75,6385;261926,283333333;3980;261926,283333333;15715577;15,72M;60;60;3
;1754;http://www.inc.com/inc5000list/json/inc5000_2014.json;1754;Inc5000 Company List;Inc5000 Company List;Winston Salem;NathanTabor.com;Company;21581;Real Estate;Winston-Salem NC;01/01/1754;North Carolina;NC;nathantaborcom;150;237,9191;47472,88;1754;47472,88;7120932;7,12M;150;150;3
;3440;http://www.inc.com/inc5000list/json/inc5000_2014.json;3440;Inc5000 Company List;Inc5000 Company List;Lorain;The American Eagle Mortgage;Company;22174;Real Estate;Cleveland;01/01/3440;Ohio;OH;the-american-eagle-mortgage;130;96,626;128799,282608696;3440;128799,282608696;17774301;17,77M;138;138;3
;1355;http://www.inc.com/inc5000list/json/inc5000_2014.json;1355;Inc5000 Company List;Inc5000 Company List;Cordova;Memphis Invest;Company;21693;Real Estate;Memphis TN-MS-AR;01/01/1355;Tennessee;TN;memphis-invest;40;317,808;1081731,25531915;1355;1081731,25531915;50841369;50,84M;47;47;3
;2172;http://www.inc.com/inc5000list/json/inc5000_2014.json;2172;Inc5000 Company List;Inc5000 Company List;Frisco;Kinder Reese Real Estate Partners;Company;21719;Real Estate;Dallas;01/01/2172;Texas;TX;kinder-reese-real-estate-partners;10;182,809;232180,421052632;2172;232180,421052632;4411428;4,41M;19;19;3
;1748;http://www.inc.com/inc5000list/json/inc5000_2014.json;1748;Inc5000 Company List;Inc5000 Company List;Pewaukee;Tim O'Brien Homes;Company;21904;Real Estate;Milwaukee-Waukesha-West Allis WI;01/01/1748;Wisconsin;WI;tim-obrien-homes;40;238,2334;1216770,78571429;1748;1216770,78571429;51104373;51,10M;42;42;3
;4537;http://www.inc.com/inc5000list/json/inc5000_2014.json;4537;Inc5000 Company List;Inc5000 Company List;Santa Clarita;Dazadi;Company;22500;Retail;Los Angeles;01/01/4537;California;CA;dazadi;10;56,6492;462492,1875;4537;462492,1875;7399875;7,40M;16;16;3
;1121;http://www.inc.com/inc5000list/json/inc5000_2014.json;1121;Inc5000 Company List;Inc5000 Company List;Paramount;ShoeZoo.com;Company;21048;Retail;Los Angeles;01/01/1121;California;CA;shoezoocom;20;393,5124;730200,916666667;1121;730200,916666667;17524822;17,52M;24;24;3
;2881;http://www.inc.com/inc5000list/json/inc5000_2014.json;2881;Inc5000 Company List;Inc5000 Company List;Glendale;Andrew Christian;Company;22427;Retail;Los Angeles;01/01/2881;California;CA;andrew-christian;40;127,2198;332177,934782609;2881;332177,934782609;15280185;15,28M;46;46;3
;1809;http://www.inc.com/inc5000list/json/inc5000_2014.json;1809;Inc5000 Company List;Inc5000 Company List;Ontario;Ammo Brothers;Company;21718;Retail;Riverside-San Bernardino-Ontario CA;01/01/1809;California;CA;ammo-brothers;60;228,0663;328475,5;1809;328475,5;19708530;19,71M;60;60;3
;1315;http://www.inc.com/inc5000list/json/inc5000_2014.json;1315;Inc5000 Company List;Inc5000 Company List;Redwood City;Balsam Brands;Company;21631;Retail;San Francisco;01/01/1315;California;CA;balsam-brands;40;327,2954;1056110,20408163;1315;1056110,20408163;51749400;51,75M;49;49;3
;2226;http://www.inc.com/inc5000list/json/inc5000_2014.json;2226;Inc5000 Company List;Inc5000 Company List;Kissimmee;Gilligan & Ferneman;Company;21273;Retail;Orlando FL;01/01/2226;Florida;FL;gilligan-ferneman;0;176,2463;466087,333333333;2226;466087,333333333;2796524;2,80M;6;6;3
;3123;http://www.inc.com/inc5000list/json/inc5000_2014.json;3123;Inc5000 Company List;Inc5000 Company List;Norcross;Leonisa USA;Company;21918;Retail;Atlanta;01/01/3123;Georgia;GA;leonisa-usa;10;112,9326;346073,444444444;3123;346073,444444444;6229322;6,23M;18;18;3
;3032;http://www.inc.com/inc5000list/json/inc5000_2014.json;3032;Inc5000 Company List;Inc5000 Company List;Savannah;The Parker Companies;Company;22271;Retail;Savannah GA;01/01/3032;Georgia;GA;the-parker-companies;380;117,6261;688604,254545455;3032;688604,254545455;265112638;265,11M;385;385;3
;2643;http://www.inc.com/inc5000list/json/inc5000_2014.json;2643;Inc5000 Company List;Inc5000 Company List;Elkhart;StrataShops;Company;21206;Retail;Elkhart-Goshen IN;01/01/2643;Indiana;IN;stratashops;10;141,7351;519455,3;2643;519455,3;5194553;5,19M;10;10;3
;1794;http://www.inc.com/inc5000list/json/inc5000_2014.json;1794;Inc5000 Company List;Inc5000 Company List;Roseville;ClickToShop.com;Company;21423;Retail;Minneapolis;01/01/1794;Minnesota;MN;clicktoshopcom;20;230,8978;280447,136363636;1794;280447,136363636;6169837;6,17M;22;22;3
;4647;http://www.inc.com/inc5000list/json/inc5000_2014.json;4647;Inc5000 Company List;Inc5000 Company List;Columbia;Buchroeder's Fine Jewelers;Company;22484;Retail;Columbia MO;01/01/4647;Missouri;MO;buchroeders-fine-jewelers;0;53,4627;546723,666666667;4647;546723,666666667;4920513;4,92M;9;9;3
;4525;http://www.inc.com/inc5000list/json/inc5000_2014.json;4525;Inc5000 Company List;Inc5000 Company List;Fairfield;Inmod;Company;17720;Retail;New York City;01/01/4525;New Jersey;NJ;inmod;10;57,0127;464687,6;4525;464687,6;6970314;6,97M;15;15;3
;3209;http://www.inc.com/inc5000list/json/inc5000_2014.json;3209;Inc5000 Company List;Inc5000 Company List;Brooklyn;Medical Supply Depot;Company;21856;Retail;New York City;01/01/3209;New York;NY;medical-supply-depot;0;108,4483;573991,6;3209;573991,6;2869958;2,87M;5;5;3
;2008;http://www.inc.com/inc5000list/json/inc5000_2014.json;2008;Inc5000 Company List;Inc5000 Company List;Medina;Slate Rock Safety;Company;21260;Retail;Cleveland;01/01/2008;Ohio;OH;slate-rock-safety;10;202,4585;294390,5625;2008;294390,5625;4710249;4,71M;16;16;3
;4679;http://www.inc.com/inc5000list/json/inc5000_2014.json;4679;Inc5000 Company List;Inc5000 Company List;Worthington;Worthington Jewelers;Company;21673;Retail;Columbus OH;01/01/4679;Ohio;OH;worthington-jewelers;20;52,3846;126561,086956522;4679;126561,086956522;2910905;2,91M;23;23;3
;2579;http://www.inc.com/inc5000list/json/inc5000_2014.json;2579;Inc5000 Company List;Inc5000 Company List;Conshohocken;RTA Cabinet Store;Company;21147;Retail;Philadelphia;01/01/2579;Pennsylvania;PA;rta-cabinet-store;10;145,6616;442426,933333333;2579;442426,933333333;6636404;6,64M;15;15;3
;3783;http://www.inc.com/inc5000list/json/inc5000_2014.json;3783;Inc5000 Company List;Inc5000 Company List;Austin;Mansion Athletics;Company;21678;Retail;Austin;01/01/3783;Texas;TX;mansion-athletics;20;82,7721;91552,88;3783;91552,88;2288822;2,29M;25;25;3
;2055;http://www.inc.com/inc5000list/json/inc5000_2014.json;2055;Inc5000 Company List;Inc5000 Company List;Irving;Tricolor Auto Group;Company;21749;Retail;Dallas;01/01/2055;Texas;TX;tricolor-auto-group;290;195,8264;462927,586206897;2055;462927,586206897;134249000;134,25M;290;290;3
;2002;http://www.inc.com/inc5000list/json/inc5000_2014.json;2002;Inc5000 Company List;Inc5000 Company List;Houston;Charming Charlie;Company;17687;Retail;Houston;01/01/2002;Texas;TX;charming-charlie;7120;203,1927;60536,842105263;2002;60536,842105263;431325000;431,33M;7125;7125;3
;2181;http://www.inc.com/inc5000list/json/inc5000_2014.json;2181;Inc5000 Company List;Inc5000 Company List;Provo;Dish One Satellite;Company;18561;Retail;Provo-Orem UT;01/01/2181;Utah;UT;dish-one-satellite;540;182,0374;45800,439560440;2181;45800,439560440;25007040;25,01M;546;546;3
;1139;http://www.inc.com/inc5000list/json/inc5000_2014.json;1139;Inc5000 Company List;Inc5000 Company List;Sandy;Cariloha;Company;21345;Retail;Salt Lake City;01/01/1139;Utah;UT;cariloha;310;386,9199;59748,116352201;1139;59748,116352201;18999901;19,00M;318;318;3
;1056;http://www.inc.com/inc5000list/json/inc5000_2014.json;1056;Inc5000 Company List;Inc5000 Company List;Phoenix;Inilex;Company;22578;Security;Phoenix;01/01/1056;Arizona;AZ;inilex;40;421,9112;417259,225;1056;417259,225;16690369;16,69M;40;40;3
;3789;http://www.inc.com/inc5000list/json/inc5000_2014.json;3789;Inc5000 Company List;Inc5000 Company List;Athens;BOS Security;Company;21272;Security;Athens-Clarke GA;01/01/3789;Georgia;GA;bos-security;100;82,4549;26865,19;3789;26865,19;2686519;2,69M;100;100;3
;1317;http://www.inc.com/inc5000list/json/inc5000_2014.json;1317;Inc5000 Company List;Inc5000 Company List;Champaign;EP Technology;Company;21402;Security;Champaign-Urbana IL;01/01/1317;Illinois;IL;ep-technology;60;326,8724;472880,188405797;1317;472880,188405797;32628733;32,63M;69;69;3
;1944;http://www.inc.com/inc5000list/json/inc5000_2014.json;1944;Inc5000 Company List;Inc5000 Company List;Massapequa;IntraLogic Solutions;Company;22041;Security;New York City;01/01/1944;New York;NY;intralogic-solutions;40;208,6697;150926,902439024;1944;150926,902439024;6188003;6,19M;41;41;3
;4285;http://www.inc.com/inc5000list/json/inc5000_2014.json;4285;Inc5000 Company List;Inc5000 Company List;Smithtown;Arrow Security;Company;4027;Security;New York City;01/01/4285;New York;NY;arrow-security;600;65,0915;27783,856666667;4285;27783,856666667;16670314;16,67M;600;600;3
;4259;http://www.inc.com/inc5000list/json/inc5000_2014.json;4259;Inc5000 Company List;Inc5000 Company List;Portland;ID Experts;Company;32;Security;Portland OR;01/01/4259;Oregon;OR;id-experts;40;66,0186;390378,723404255;4259;390378,723404255;18347800;18,35M;47;47;3
;3165;http://www.inc.com/inc5000list/json/inc5000_2014.json;3165;Inc5000 Company List;Inc5000 Company List;Plano;Smith Monitoring;Company;21900;Security;Dallas;01/01/3165;Texas;TX;smith-monitoring;10;110,7706;408345,944444444;3165;408345,944444444;7350227;7,35M;18;18;3
;2162;http://www.inc.com/inc5000list/json/inc5000_2014.json;2162;Inc5000 Company List;Inc5000 Company List;Houston;Alert Logic;Company;21768;Security;Houston;01/01/2162;Texas;TX;alert-logic;320;183,554;128628,048780488;2162;128628,048780488;42190000;42,19M;328;328;3
;2554;http://www.inc.com/inc5000list/json/inc5000_2014.json;2554;Inc5000 Company List;Inc5000 Company List;San Antonio;Fulcrum Biometrics;Company;22065;Security;San Antonio TX;01/01/2554;Texas;TX;fulcrum-biometrics;20;147,6732;262411,125;2554;262411,125;6297867;6,30M;24;24;3
;2971;http://www.inc.com/inc5000list/json/inc5000_2014.json;2971;Inc5000 Company List;Inc5000 Company List;San Antonio;Blue Armor Security Services;Company;22207;Security;San Antonio TX;01/01/2971;Texas;TX;blue-armor-security-services;210;121,1518;21621,928571429;2971;21621,928571429;4540605;4,54M;210;210;3
;2183;http://www.inc.com/inc5000list/json/inc5000_2014.json;2183;Inc5000 Company List;Inc5000 Company List;Los Angeles;Chrome River Technologies;Company;21162;Software;Los Angeles;01/01/2183;California;CA;chrome-river-technologies;90;181,9053;136085,811111111;2183;136085,811111111;12247723;12,25M;90;90;3
;1681;http://www.inc.com/inc5000list/json/inc5000_2014.json;1681;Inc5000 Company List;Inc5000 Company List;Irvine;Netwrix;Company;21246;Software;Los Angeles;01/01/1681;California;CA;netwrix;100;250,9617;80982,792452830;1681;80982,792452830;8584176;8,58M;106;106;3
;1996;http://www.inc.com/inc5000list/json/inc5000_2014.json;1996;Inc5000 Company List;Inc5000 Company List;San Diego;Miva Merchant;Company;21582;Software;San Diego;01/01/1996;California;CA;miva-merchant;60;204,0284;135869,176470588;1996;135869,176470588;9239104;9,24M;68;68;3
;1509;http://www.inc.com/inc5000list/json/inc5000_2014.json;1509;Inc5000 Company List;Inc5000 Company List;San Francisco;Stimulant;Company;21893;Software;San Francisco;01/01/1509;California;CA;stimulant;10;283,602;339280,357142857;1509;339280,357142857;4749925;4,75M;14;14;3
